,_step,train/rewards/accuracies,train/logps/rejected,train/logits/rejected,_runtime,train/loss,train/grad_norm,train/rewards/margins,train/learning_rate,train/epoch,train/logps/chosen,train/rewards/chosen,train/logits/chosen,_timestamp,train/rewards/rejected,train/global_step,eval/rewards/chosen,eval/rewards/margins,eval/logits/rejected,eval/loss,eval/logps/rejected,eval/rewards/rejected,eval/logps/chosen,eval/logits/chosen,eval/steps_per_second,eval/samples_per_second,eval/rewards/accuracies,eval/runtime
12,12,0.5625,-84.95420837402344,-0.5104893445968628,763.33436717,0.689,46.769541508947476,0.017297489568591118,6.914893617021277e-08,0.013895383793172556,-81.7396240234375,0.008232326246798038,-0.5025652647018433,1740712185.9667838,-0.00906516332179308,13,,,,,,,,,,,,
13,13,0.25,-84.1738510131836,-0.4174349308013916,821.842326772,0.6932,43.57989757493798,-0.01832491159439087,7.446808510638298e-08,0.014964259469570446,-78.5432357788086,-0.01127014122903347,-0.4481053054332733,1740712244.4751892,0.007054769899696112,14,,,,,,,,,,,,
14,14,0.4375,-82.57096099853516,-0.6350672841072083,879.414372728,0.6948,45.84541689615458,-0.011121170595288277,7.978723404255319e-08,0.016033135145968335,-82.55616760253906,-0.001273385714739561,-0.5905235409736633,1740712302.0455678,0.009847785346210003,15,,,,,,,,,,,,
15,15,0.625,-76.43619537353516,-0.5300630331039429,937.466390449,0.6899,45.422008980037404,-0.003411935642361641,8.51063829787234e-08,0.017102010822366225,-82.15382385253906,0.005409154575318098,-0.4667513370513916,1740712360.0981994,0.008821089752018452,16,,,,,,,,,,,,
16,16,0.4375,-84.21488952636719,-0.5291897058486938,994.47441746,0.698,44.846886923950436,-0.005166089162230492,9.042553191489363e-08,0.018170886498764114,-88.1155014038086,0.0018426594324409962,-0.5602734088897705,1740712417.1114883,0.00700874999165535,17,,,,,,,,,,,,
17,17,0.625,-94.6897964477539,-0.46330633759498596,1052.618278313,0.6899,46.14720516784426,0.0025798925198614597,9.574468085106382e-08,0.019239762175162,-107.68633270263672,-0.0028649880550801754,-0.49904751777648926,1740712475.2556028,-0.00544488150626421,18,,,,,,,,,,,,
18,18,0.5,-78.43164825439453,-0.4994121491909027,1110.766284562,0.6958,56.779809621296295,-0.010205172002315521,1.0106382978723404e-07,0.02030863785155989,-85.93830871582031,-0.012303001247346401,-0.418846070766449,1740712533.4000282,-0.0020978287793695927,19,,,,,,,,,,,,
19,19,0.4375,-112.90771484375,-0.5599220991134644,1168.546363917,0.6983,45.7461043477037,-0.002167701255530119,1.0638297872340425e-07,0.02137751352795778,-107.92742919921875,-0.010104703716933727,-0.6747584939002991,1740712591.1811213,-0.007937001995742321,20,,,,,,,,,,,,
20,20,0.4375,-83.85223388671875,-0.5579895973205566,1227.698356758,0.6911,46.11815445555716,0.004649808630347252,1.1170212765957446e-07,0.02244638920435567,-87.67625427246094,0.014329243451356888,-0.6443789005279541,1740712650.3318732,0.009679434821009636,21,,,,,,,,,,,,
21,21,0.4375,-89.55844116210938,-0.5764320492744446,1290.042352287,0.6942,48.738000651397144,0.01966700702905655,1.1702127659574468e-07,0.023515264880753558,-78.24641418457031,0.01802765391767025,-0.6317843198776245,1740712712.6731398,-0.0016393526457250118,22,,,,,,,,,,,,
22,22,0.625,-68.1456527709961,-0.4271107316017151,1350.174475516,0.6967,46.24417268266459,-0.006035065744072199,1.2234042553191488e-07,0.024584140557151447,-71.71256256103516,-9.51327383518219e-05,-0.3415774405002594,1740712772.8157783,0.005939932074397802,23,,,,,,,,,,,,
23,23,0.625,-77.0877914428711,-0.5500220060348511,1408.390297249,0.6938,41.485156630889804,0.0070937504060566425,1.2765957446808508e-07,0.025653016233549337,-81.54502868652344,0.008980643004179,-0.5520610213279724,1740712831.0268865,0.0018868916667997837,24,,,,,,,,,,,,
24,24,0.4375,-88.70832061767578,-0.4527682065963745,1465.954357451,0.6908,44.55848662079479,-0.0011447565630078316,1.329787234042553e-07,0.026721891909947223,-93.04666137695312,0.004023206885904074,-0.45689186453819275,1740712888.5870674,0.0051679606549441814,25,,,,,,,,,,,,
25,25,0.5,-85.75859069824219,-0.5288004875183105,1525.366405642,0.6944,42.93105171500146,-0.011972757987678051,1.3829787234042553e-07,0.027790767586345112,-81.54823303222656,-0.0127900131046772,-0.5319409370422363,1740712947.9992776,-0.0008172560483217239,26,,,,,,,,,,,,
26,26,0.5625,-106.71981811523438,-0.5745192766189575,1585.218324965,0.6946,44.31293069164551,0.008447178639471531,1.4361702127659576e-07,0.028859643262743002,-101.93125915527344,-0.00019847042858600616,-0.6435461044311523,1740713007.8561146,-0.008645648136734962,27,,,,,,,,,,,,
27,27,0.375,-85.43515014648438,-0.5169512629508972,1656.322287374,0.6955,45.57874442619564,-0.020044568926095963,1.4893617021276595e-07,0.02992851893914089,-88.33063507080078,-0.00018446799367666245,-0.5967954993247986,1740713078.9618104,0.019860103726387024,28,,,,,,,,,,,,
28,28,0.375,-82.52993774414062,-0.5608515739440918,1714.046409976,0.6968,46.15009931262853,-0.02035645768046379,1.5425531914893615e-07,0.03099739461553878,-74.74568176269531,-0.004866986069828272,-0.6393980383872986,1740713136.6760361,0.015489470213651657,29,,,,,,,,,,,,
29,29,0.6875,-80.13296508789062,-0.4760168492794037,1772.118279146,0.6891,44.63138678236853,0.024867413565516472,1.5957446808510638e-07,0.03206627029193667,-82.56110382080078,-0.005022954661399126,-0.5785561800003052,1740713194.7561836,-0.02989037148654461,30,,,,,,,,,,,,
30,30,0.625,-90.87531280517578,-0.5453110933303833,1830.05834226,0.6893,46.058853178102204,0.009122157469391823,1.6489361702127658e-07,0.033135145968334556,-78.93354034423828,0.0003731297329068184,-0.6184556484222412,1740713252.693165,-0.008749029599130154,31,,,,,,,,,,,,
31,31,0.4375,-82.74312591552734,-0.5452717542648315,1888.482351645,0.6954,46.25624052038388,-0.0340438038110733,1.702127659574468e-07,0.03420402164473245,-94.81890106201172,-0.005387726705521345,-0.5117093920707703,1740713311.112547,0.02865607477724552,32,,,,,,,,,,,,
32,32,0.4375,-62.715576171875,-0.4216582775115967,1946.990372394,0.6938,40.844134029470545,0.004410775378346443,1.7553191489361703e-07,0.035272897321130335,-53.740840911865234,-0.0031107612885534763,-0.4874335527420044,1740713369.6211886,-0.007521538529545069,33,,,,,,,,,,,,
33,33,0.375,-91.4968490600586,-0.2995847165584564,2005.390341863,0.6997,48.49285645456287,-0.03099614381790161,1.8085106382978725e-07,0.03634177299752823,-83.0823974609375,-0.008504072204232216,-0.25535160303115845,1740713428.0294645,0.022492073476314545,34,,,,,,,,,,,,
34,34,0.5,-82.29051971435547,-0.5622463822364807,2062.294373264,0.6981,44.700991059393516,0.013228270225226879,1.8617021276595742e-07,0.037410648673926114,-86.73697662353516,0.010234854184091091,-0.4502273499965668,1740713484.9344711,-0.0029934141784906387,35,,,,,,,,,,,,
35,35,0.5,-76.7567138671875,-0.5696098804473877,2120.426396474,0.69,45.35461668271789,0.014983898028731346,1.9148936170212765e-07,0.038479524350324,-76.57879638671875,0.0076402053236961365,-0.4716763496398926,1740713543.1019442,-0.00734369270503521,36,,,,,,,,,,,,
36,36,0.4375,-65.22567749023438,-0.4389651417732239,2177.622592498,0.7038,41.87107120073282,-0.038835424929857254,1.9680851063829787e-07,0.03954840002672189,-52.22550964355469,-0.02028810977935791,-0.49312764406204224,1740713600.2981765,0.018547315150499344,37,,,,,,,,,,,,
37,37,0.625,-89.73832702636719,-0.45734158158302307,2235.626495911,0.6932,41.82337071206561,0.012869934551417828,2.0212765957446807e-07,0.04061727570311978,-92.69265747070312,0.001479846192523837,-0.583449125289917,1740713658.2579393,-0.011390087194740772,38,,,,,,,,,,,,
38,38,0.5,-70.28778076171875,-0.2983766794204712,2292.574282995,0.6919,44.659508477615425,-0.006715281866490841,2.074468085106383e-07,0.04168615137951767,-70.25965881347656,0.005075459368526936,-0.37772196531295776,1740713715.2060091,0.011790739372372627,39,,,,,,,,,,,,
39,39,0.5625,-95.9398193359375,-0.49632033705711365,2350.342395023,0.7001,45.238595318239554,-0.010311368852853775,2.127659574468085e-07,0.04275502705591556,-88.1092758178711,-0.0030857932288199663,-0.6448016166687012,1740713772.9732068,0.007225572597235441,40,,,,,,,,,,,,
40,40,0.3125,-79.53022003173828,-0.6418439149856567,2408.874394359,0.6973,45.26819291080221,-0.0019391574896872044,2.1808510638297872e-07,0.04382390273231345,-95.35574340820312,-0.0008807945996522903,-0.63297039270401,1740713831.508673,0.0010583638213574886,41,,,,,,,,,,,,
41,41,0.625,-60.21831130981445,-0.4438456892967224,2466.326424612,0.6901,44.97150444233087,-0.001168436836451292,2.2340425531914892e-07,0.04489277840871134,-64.95135498046875,-0.0024851502384990454,-0.49458789825439453,1740713888.9562013,-0.0013167141005396843,42,,,,,,,,,,,,
42,42,0.625,-78.0525131225586,-0.57224440574646,2523.390444993,0.691,46.16230507762406,0.015780633315443993,2.2872340425531914e-07,0.04596165408510922,-76.90935516357422,0.007474982179701328,-0.563109815120697,1740713946.0227134,-0.008305652067065239,43,,,,,,,,,,,,
43,43,0.4375,-61.859004974365234,-0.4647003710269928,2581.543825203,0.698,40.72364271982032,-0.009871273301541805,2.3404255319148937e-07,0.047030529761507116,-66.77108764648438,0.007564571686089039,-0.45607444643974304,1740714004.2195582,0.017435844987630844,44,,,,,,,,,,,,
44,44,0.4375,-104.43513488769531,-0.5103286504745483,2639.326326558,0.7006,43.29283388005055,-0.003965762443840504,2.393617021276596e-07,0.048099405437905,-104.13440704345703,-0.01031013485044241,-0.48320016264915466,1740714061.9583337,-0.006344372406601906,45,,,,,,,,,,,,
45,45,0.5,-87.76509094238281,-0.5900536179542542,2704.850477271,0.6931,46.33538296228862,-0.003853661473840475,2.4468085106382976e-07,0.049168281114302895,-78.16783905029297,-0.005977035500109196,-0.5267271399497986,1740714127.482358,-0.0021233712323009968,46,,,,,,,,,,,,
46,46,0.375,-79.10697174072266,-0.7495400309562683,2762.026349395,0.6906,41.66461095632765,-0.013277330435812473,2.5e-07,0.05023715679070078,-87.41992950439453,-0.021744219586253166,-0.6887714862823486,1740714184.6646163,-0.008466886356472969,47,,,,,,,,,,,,
47,47,0.5,-69.0066146850586,-0.5052124261856079,2820.366317265,0.6979,45.05046788844004,-0.010713834315538406,2.5531914893617016e-07,0.051306032467098674,-63.28511047363281,-0.01637854054570198,-0.5605612993240356,1740714242.9995008,-0.005664706230163574,48,,,,,,,,,,,,
48,48,0.4375,-68.70698547363281,-0.4102022349834442,2877.758554511,0.6967,44.37242397890827,-0.006204899400472641,2.6063829787234044e-07,0.05237490814349656,-64.99909973144531,-0.017706457525491714,-0.4505020081996918,1740714300.3915594,-0.011501556262373924,49,,,,,,,,,,,,
49,49,0.4375,-111.59112548828125,-0.4581602215766907,2936.39033537,0.6914,46.10926356896734,-0.005386266391724348,2.659574468085106e-07,0.053443783819894446,-126.8720474243164,-0.01475405041128397,-0.5307861566543579,1740714359.0295794,-0.009367784485220909,50,,,,,,,,,,,,
50,50,0.5,-85.35549926757812,-0.2916783392429352,2993.91034779,0.6935,42.96333989099445,-0.011637693271040916,2.7127659574468084e-07,0.05451265949629234,-78.4147720336914,-0.00854663085192442,-0.37516990303993225,1740714416.5439656,0.0030910626519471407,51,,,,,,,,,,,,
51,51,0.8125,-116.99275207519531,-0.6533198356628418,3050.498662413,0.6869,47.0790281263365,0.01826772466301918,2.7659574468085106e-07,0.055581535172690225,-113.91476440429688,-0.023352401331067085,-0.7329518795013428,1740714473.1742969,-0.041620124131441116,52,,,,,,,,,,,,
52,52,0.5625,-56.5141716003418,-0.4278898537158966,3109.084941721,0.6925,42.57671980417361,0.012288456782698631,2.8191489361702123e-07,0.05665041084908812,-64.90035247802734,0.00388886546716094,-0.3757047653198242,1740714531.7606556,-0.008399590849876404,53,,,,,,,,,,,,
53,53,0.5625,-84.9649658203125,-0.46680229902267456,3167.71066369,0.6842,43.95617038425632,0.018021583557128906,2.872340425531915e-07,0.057719286525486004,-78.44400024414062,0.00023270398378372192,-0.5117334127426147,1740714590.3863742,-0.017788875848054886,54,,,,,,,,,,,,
54,54,0.625,-59.06549072265625,-0.49020665884017944,3225.674373575,0.692,40.89456507027182,0.01021397765725851,2.925531914893617e-07,0.058788162201883896,-66.11614990234375,-0.0004890542477369308,-0.5064170360565186,1740714648.3131807,-0.010703032836318016,55,,,,,,,,,,,,
55,55,0.4375,-77.8542251586914,-0.6783312559127808,3283.514434878,0.6971,42.5973080839802,-0.017883513122797012,2.978723404255319e-07,0.05985703787828178,-80.53976440429688,-0.01768443174660206,-0.6654826402664185,1740714706.1447968,0.00019908201647922397,56,,,,,,,,,,,,
56,56,0.75,-91.8894271850586,-0.38892918825149536,3341.318418841,0.6801,44.59011551461585,0.046788521111011505,3.0319148936170213e-07,0.06092591355467967,-90.48516082763672,0.003552061039954424,-0.38263553380966187,1740714763.9498453,-0.04323645681142807,57,,,,,,,,,,,,
57,57,0.375,-82.74642944335938,-0.5458782911300659,3398.838343307,0.6928,43.91733327340977,-0.01674702763557434,3.085106382978723e-07,0.06199478923107756,-77.65374755859375,-0.01053678896278143,-0.4324820339679718,1740714821.4728308,0.0062102386727929115,58,,,,,,,,,,,,
58,58,0.375,-66.18463134765625,-0.4753851592540741,3455.226272491,0.6933,46.97014468289283,0.0008585508912801743,3.1382978723404253e-07,0.06306366490747545,-69.86727905273438,0.008888477459549904,-0.5665156245231628,1740714877.8606672,0.008029925636947155,59,,,,,,,,,,,,
59,59,0.5625,-51.14479446411133,-0.4827551543712616,3513.234464135,0.6916,42.24301660621717,0.0014947615563869476,3.1914893617021275e-07,0.06413254058387334,-59.66264343261719,0.0035611402709037066,-0.4284701645374298,1740714935.8664525,0.002066376619040966,60,,,,,,,,,,,,
60,60,0.5,-67.68852996826172,-0.49369752407073975,3569.918420989,0.6938,41.25439139187266,-0.019163008779287338,3.24468085106383e-07,0.06520141626027123,-72.88626098632812,-0.013717081397771835,-0.5047635436058044,1740714992.5500963,0.005445927381515503,61,,,,,,,,,,,,
61,61,0.75,-60.446739196777344,-0.32252898812294006,3627.958382781,0.6827,40.428369129373905,0.02565058507025242,3.2978723404255315e-07,0.06627029193666911,-53.37190246582031,0.0019101654179394245,-0.3722265064716339,1740715050.5882277,-0.023740416392683983,62,,,,,,,,,,,,
62,62,0.3125,-69.65656280517578,-0.3143952786922455,3686.86631715,0.6885,41.436729962037276,-0.023329706862568855,3.351063829787234e-07,0.067339167613067,-57.762630462646484,-0.028200199827551842,-0.4104478061199188,1740715109.5017767,-0.004870493896305561,63,,,,,,,,,,,,
63,63,0.5,-85.65557861328125,-0.5303938984870911,3745.490276777,0.6884,45.03276313385448,-0.0038978811353445053,3.404255319148936e-07,0.0684080432894649,-87.16545867919922,-0.004842068068683147,-0.5073215961456299,1740715168.1208627,-0.0009441880974918604,64,,,,,,,,,,,,
64,64,0.5625,-85.4349365234375,-0.5900722146034241,3803.606404133,0.6922,44.235110586061495,0.04569520428776741,3.457446808510638e-07,0.06947691896586278,-84.41688537597656,0.012733666226267815,-0.5864815711975098,1740715226.2390604,-0.032961539924144745,65,,,,,,,,,,,,
65,65,0.6875,-108.42483520507812,-0.40251970291137695,3864.566673591,0.6903,42.64479009907056,0.015181707218289375,3.5106382978723405e-07,0.07054579464226067,-100.47222900390625,0.004499375820159912,-0.580322802066803,1740715287.1983333,-0.010682333260774612,66,,,,,,,,,,,,
66,66,0.6875,-94.00636291503906,-0.5055806040763855,3924.206297917,0.6938,44.99406491774059,0.022922160103917122,3.563829787234042e-07,0.07161467031865856,-74.18049621582031,-0.007050238084048033,-0.5353802442550659,1740715346.8374283,-0.029972398653626442,67,,,,,,,,,,,,
67,67,0.5,-120.35110473632812,-0.5157933235168457,3983.886352744,0.6905,44.404499663004785,-0.005317715462297201,3.617021276595745e-07,0.07268354599505646,-83.95965576171875,-0.009645489975810051,-0.5853410363197327,1740715406.5192485,-0.00432777451351285,68,,,,,,,,,,,,
68,68,0.5,-78.33380126953125,-0.6131932735443115,4042.366299702,0.6896,43.61416565208193,0.008403916843235493,3.6702127659574467e-07,0.07375242167145434,-74.501708984375,-0.027382630854845047,-0.5707624554634094,1740715465.0043893,-0.035786550492048264,69,,,,,,,,,,,,
69,69,0.5,-98.21760559082031,-0.515347421169281,4101.5912929,0.6888,46.33528547014573,0.015813393518328667,3.7234042553191484e-07,0.07482129734785223,-93.04922485351562,-0.026095544919371605,-0.5996496081352234,1740715524.2669666,-0.04190893843770027,70,,,,,,,,,,,,
70,70,0.3125,-46.80513000488281,-0.47142359614372253,4161.642695383,0.6889,43.031300487117626,-0.014924424700438976,3.776595744680851e-07,0.07589017302425012,-50.591651916503906,-0.01483734231442213,-0.33029425144195557,1740715584.3182518,8.708226960152388e-05,71,,,,,,,,,,,,
71,71,0.4375,-100.0045394897461,-0.3244668245315552,4222.410475855,0.6876,46.211291405388295,-0.006031716242432594,3.829787234042553e-07,0.076959048700648,-88.69100189208984,-0.022996973246335983,-0.5544451475143433,1740715645.041332,-0.016965258866548538,72,,,,,,,,,,,,
72,72,0.5,-75.4659652709961,-0.7130767703056335,4282.306329891,0.6935,51.14471264572396,0.0039839413948357105,3.8829787234042547e-07,0.07802792437704589,-95.09688568115234,-0.006580229848623276,-0.6451651453971863,1740715704.9367297,-0.010564170777797699,73,,,,,,,,,,,,
73,73,0.625,-134.49656677246094,-0.5406443476676941,4346.626328354,0.6846,44.513103912814785,0.019906755536794662,3.9361702127659574e-07,0.07909680005344379,-96.77806091308594,0.0016903375508263707,-0.5197113156318665,1740715769.259603,-0.018216416239738464,74,,,,,,,,,,,,
74,74,0.625,-88.41924285888672,-0.35858604311943054,4409.902424073,0.6872,43.46192893641857,-0.0016931938007473946,3.989361702127659e-07,0.08016567572984168,-79.79651641845703,-0.025065230205655098,-0.38199448585510254,1740715832.5345838,-0.023372037336230278,75,,,,,,,,,,,,
75,75,0.4375,-70.95220947265625,-0.4457021951675415,4470.646498498,0.6846,44.76886265974123,-0.019834768027067184,4.0425531914893614e-07,0.08123455140623956,-79.54684448242188,-0.017234379425644875,-0.3812028169631958,1740715893.2791011,0.002600389299914241,76,,,,,,,,,,,,
76,76,0.4375,-78.55386352539062,-0.6798658967018127,4529.42233311,0.6939,41.81871532210149,0.004444860387593508,4.0957446808510637e-07,0.08230342708263745,-73.20318603515625,-0.023745357990264893,-0.5911887288093567,1740715952.0534909,-0.028190217912197113,77,,,,,,,,,,,,
77,77,0.8125,-88.45669555664062,-0.7751871943473816,4589.770281165,0.6893,45.08593143573343,0.04665890708565712,4.148936170212766e-07,0.08337230275903534,-87.30169677734375,0.00048579403664916754,-0.7650971412658691,1740716012.4013453,-0.046173110604286194,78,,,,,,,,,,,,
78,78,0.5,-52.147308349609375,-0.6569863557815552,4650.122445538,0.6913,42.534600079066905,-0.0021085478365421295,4.202127659574468e-07,0.08444117843543322,-54.798072814941406,-0.01003233715891838,-0.533389151096344,1740716072.7544973,-0.007923790253698826,79,,,,,,,,,,,,
79,79,0.5,-70.41300964355469,-0.6262664198875427,4710.10246843,0.6854,44.72249139863042,-0.0053034937009215355,4.25531914893617e-07,0.08551005411183112,-74.59940338134766,-0.03396237641572952,-0.6318247318267822,1740716132.7328417,-0.028658881783485413,80,,,,,,,,,,,,
80,80,0.5,-68.56278991699219,-0.4917444586753845,4769.31045955,0.6948,41.90735766436112,-0.014179990626871586,4.308510638297872e-07,0.08657892978822901,-75.73294067382812,-0.026601217687129974,-0.47024574875831604,1740716191.9420426,-0.01242122519761324,81,,,,,,,,,,,,
81,81,0.75,-54.702266693115234,-0.39240050315856934,4828.670328694,0.6883,40.11719344257263,0.014794380404055119,4.3617021276595744e-07,0.0876478054646269,-58.98369598388672,-0.0037870476953685284,-0.39293012022972107,1740716251.3067505,-0.018581431359052658,82,,,,,,,,,,,,
82,82,0.5625,-95.42843627929688,-0.5168426632881165,4888.674293296,0.682,45.74290221826851,0.020068280398845673,4.4148936170212766e-07,0.08871668114102478,-96.32991027832031,-0.011064205318689346,-0.5518413782119751,1740716311.3059394,-0.031132487580180168,83,,,,,,,,,,,,
83,83,0.4375,-114.43258666992188,-0.5877114534378052,4954.81842998,0.6904,45.62631359521611,-0.024360932409763336,4.4680851063829783e-07,0.08978555681742267,-92.9359130859375,-0.04329799860715866,-0.6658057570457458,1740716377.4507282,-0.018937066197395325,84,,,,,,,,,,,,
84,84,0.4375,-72.90191650390625,-0.4950849413871765,5015.002337179,0.6896,44.34143232472121,-0.025561034679412842,4.5212765957446806e-07,0.09085443249382057,-76.15663146972656,-0.04338343068957329,-0.5762770771980286,1740716437.6324375,-0.017822399735450745,85,,,,,,,,,,,,
85,85,0.625,-102.28597259521484,-0.5372118949890137,5076.062359126,0.6901,45.3950691049145,0.01966339722275734,4.574468085106383e-07,0.09192330817021845,-102.41151428222656,-0.04216695576906204,-0.6072021126747131,1740716498.6972039,-0.06183035299181938,86,,,,,,,,,,,,
86,86,0.625,-120.29202270507812,-0.26327618956565857,5135.654332231,0.6871,45.25089693136983,0.03898279741406441,4.6276595744680846e-07,0.09299218384661634,-110.83119201660156,-0.00400388240814209,-0.39064276218414307,1740716558.2851744,-0.0429866798222065,87,,,,,,,,,,,,
87,87,0.6875,-96.87537384033203,-0.6074800491333008,5194.218295016,0.6992,42.500973798635734,0.025829128921031952,4.6808510638297873e-07,0.09406105952301423,-86.59530639648438,-0.018924035131931305,-0.6155474185943604,1740716616.8492267,-0.04475316405296326,88,,,,,,,,,,,,
88,88,0.625,-72.02696228027344,-0.5889997482299805,5254.982333518,0.6887,45.528144904883526,0.02633698657155037,4.734042553191489e-07,0.09512993519941212,-72.1305160522461,-0.00879281759262085,-0.49458181858062744,1740716677.6168535,-0.03512980416417122,89,,,,,,,,,,,,
89,89,0.3125,-88.53419494628906,-0.42900556325912476,5321.070288043,0.6921,45.35212706182921,-0.007338302675634623,4.787234042553192e-07,0.09619881087581,-79.7446517944336,-0.037259358912706375,-0.3883572816848755,1740716743.7010996,-0.02992105856537819,90,,,,,,,,,,,,
90,90,0.5,-44.25447082519531,-0.541781485080719,5380.710453274,0.6845,41.713180448683026,0.00017693312838673592,4.840425531914893e-07,0.0972676865522079,-44.81714630126953,-0.030759837478399277,-0.5245130062103271,1740716803.34204,-0.030936770141124725,91,,,,,,,,,,,,
91,91,0.5625,-65.97943115234375,-0.39095669984817505,5440.354273359,0.6937,44.907184569206066,0.024553027004003525,4.893617021276595e-07,0.09833656222860579,-68.13678741455078,-0.009186315350234509,-0.355724960565567,1740716862.9836285,-0.03373934328556061,92,,,,,,,,,,,,
92,92,0.6875,-60.57234191894531,-0.5837528109550476,5500.17457066,0.6785,41.87143841573539,0.038904860615730286,4.946808510638298e-07,0.09940543790500367,-64.11328887939453,-0.00012323810369707644,-0.4578080475330353,1740716922.8049061,-0.0390281043946743,93,,,,,,,,,,,,
93,93,0.625,-97.87269592285156,-0.7003237009048462,5560.406317535,0.6703,43.20552299498554,0.033844757825136185,5e-07,0.10047431358140156,-88.11935424804688,-0.018506765365600586,-0.716569721698761,1740716983.0419607,-0.05235152319073677,94,,,,,,,,,,,,
94,94,0.5,-71.71331787109375,-0.48320138454437256,5619.714445117,0.692,44.16977095339811,0.0095883309841156,4.999982557157402e-07,0.10154318925779945,-70.19761657714844,-0.03370256349444389,-0.4886544644832611,1740717042.349688,-0.043290894478559494,95,,,,,,,,,,,,
95,95,0.6875,-97.19818115234375,-0.5463347434997559,5678.786363568,0.6835,43.64836059081054,0.03648306429386139,4.999930228873012e-07,0.10261206493419735,-102.61652374267578,-0.01654115505516529,-0.56942218542099,1740717101.424538,-0.05302421748638153,96,,,,,,,,,,,,
96,96,0.5,-81.71063232421875,-0.6082577109336853,5737.130511431,0.682,40.48882140791253,0.03578461706638336,4.999843015877032e-07,0.10368094061059523,-73.5130615234375,-0.03759397566318512,-0.5185865759849548,1740717159.7626286,-0.07337860018014908,97,,,,,,,,,,,,
