,_step,train/logps/rejected,train/grad_norm,train/epoch,train/ref_logps/rejected,train/rewards/rejected,train/rewards/accuracies,train/losses/total,_runtime,train/loss,train/logps/chosen,train/losses/sft,_timestamp,train/losses/dpo,train/ref_logps/chosen,train/rewards/margins,train/global_step,train/learning_rate,train/rewards/chosen
187,187,-46.42858123779297,11.899147033691406,0.36,-42.472007751464844,-0.20046201348304749,0.5,0.6965848803520203,1492.485476013,0.6476,-33.406455993652344,1.2973860502243042,1769714979.5135841,0.6965848803520203,-30.58462905883789,-0.0034867096692323685,188,3.5819327731092434e-07,-0.2039487212896347
188,188,-51.155029296875,13.694482803344727,0.36,-47.17616271972656,-0.44672346115112305,0.25,0.7544844150543213,1500.192488161,0.6825,-50.63615798950195,1.3296451568603516,1769714987.2348557,0.7544844150543213,-47.07332992553711,-0.09809227287769318,189,3.5714285714285716e-07,-0.5448157787322998
189,189,-55.15907287597656,13.040974617004395,0.36,-50.532630920410156,-0.3817310333251953,0.75,0.6473754644393921,1507.957475606,0.6403,-49.04222869873047,1.5498627424240112,1769714994.9871914,0.6473754644393921,-45.65928649902344,0.09772367030382156,190,3.560924369747899e-07,-0.28400737047195435
190,190,-44.46121597290039,12.867500305175781,0.36,-40.102882385253906,-0.3559948801994324,0.75,0.6740044951438904,1515.592024345,0.6466,-39.60111999511719,1.2567551136016846,1769715002.658627,0.6740044951438904,-36.36011505126953,0.06512999534606934,191,3.550420168067227e-07,-0.29086488485336304
191,191,-54.62440490722656,12.779732704162598,0.36,-50.27503204345703,-0.4083561897277832,1.0,0.5692939758300781,1524.040501434,0.6238,-41.5601806640625,1.1506874561309814,1769715011.0745683,0.5692939758300781,-38.85612487792969,0.270901620388031,192,3.5399159663865546e-07,-0.1374545842409134
192,192,-55.2796630859375,13.06035041809082,0.36,-51.084075927734375,-0.37715497612953186,0.5,0.708907961845398,1531.819482056,0.6903,-45.27889633178711,1.3685482740402222,1769715018.8545835,0.708907961845398,-41.375823974609375,-0.026493411511182785,193,3.529411764705882e-07,-0.40364837646484375
193,193,-54.324501037597656,13.628602981567383,0.37,-50.30615997314453,-0.49267634749412537,0.75,0.6432242393493652,1539.596515013,0.6777,-45.410003662109375,1.6103260517120361,1769715026.6269279,0.6432242393493652,-41.8802490234375,0.12211203575134277,194,3.51890756302521e-07,-0.3705643117427826
194,194,-44.67485427856445,12.362425804138184,0.37,-40.733802795410156,-0.4280991554260254,0.75,0.6367412805557251,1547.308008094,0.632,-41.557640075683594,1.6162104606628418,1769715034.3746037,0.6367412805557251,-39.12800216674805,0.15818291902542114,195,3.5084033613445376e-07,-0.26991623640060425
195,195,-37.653175354003906,11.61092472076416,0.37,-34.466575622558594,-0.1298382580280304,0.75,0.6456212401390076,1554.96921684,0.6658,-39.37416076660156,0.9713021516799927,1769715042.0357704,0.6456212401390076,-36.842529296875,0.10219423472881317,196,3.4978991596638653e-07,-0.027644017711281776
196,196,-48.40673828125,12.668949127197266,0.37,-45.09878158569336,-0.4002017378807068,0.5,0.695470929145813,1562.834543933,0.6992,-40.90619659423828,2.0371623039245605,1769715049.8737502,0.695470929145813,-37.68450164794922,0.02329269051551819,197,3.487394957983193e-07,-0.376909077167511
197,197,-45.40355682373047,11.489876747131348,0.37,-41.453033447265625,-0.5785146355628967,0.75,0.5611661672592163,1570.707484459,0.6523,-34.31251525878906,1.4717988967895508,1769715057.7385383,0.5611661672592163,-31.381206512451172,0.3179197311401367,198,3.4768907563025206e-07,-0.2605949342250824
198,198,-47.40904998779297,11.80811882019043,0.38,-43.51959991455078,-0.4158288538455963,0.75,0.6366616487503052,1578.975424863,0.6406,-40.41802978515625,1.4206644296646118,1769715066.0151186,0.6366616487503052,-37.758079528808594,0.13852599263191223,199,3.4663865546218483e-07,-0.2773028612136841
199,199,-51.5323486328125,11.799158096313477,0.38,-47.36668014526367,-0.3847448229789734,0.5,0.6839735507965088,1586.644444084,0.6576,-41.72515869140625,1.9090303182601929,1769715073.7109983,0.6839735507965088,-38.43259048461914,0.027344565838575363,200,3.4558823529411765e-07,-0.35740020871162415
200,200,-48.75802993774414,12.558571815490723,0.38,-45.11985778808594,-0.43714457750320435,0.75,0.6646357774734497,1594.43951074,0.6407,-32.197418212890625,1.6921409368515015,1769715081.4790967,0.6646357774734497,-29.7852840423584,0.075119748711586,201,3.445378151260504e-07,-0.36202484369277954
201,201,-48.564796447753906,12.705577850341797,0.38,-44.22407150268555,-0.3712444603443146,0.5,0.6874734163284302,1602.18446756,0.6678,-39.52098083496094,1.5791420936584473,1769715089.2193656,0.6874734163284302,-35.8984260559082,0.018314318731427193,202,3.434873949579832e-07,-0.35293012857437134
202,202,-49.21758270263672,14.13391399383545,0.38,-45.098236083984375,-0.25695496797561646,0.75,0.6646896004676819,1609.949496252,0.6526,-34.39791488647461,1.741310477256775,1769715096.9871902,0.6646896004676819,-31.301000595092773,0.06104813143610954,203,3.4243697478991595e-07,-0.1959068328142166
203,203,-44.50510787963867,11.853750228881836,0.39,-41.08116912841797,-0.29335710406303406,0.75,0.6777751445770264,1617.783430327,0.6575,-35.16135787963867,1.2087639570236206,1769715104.8499842,0.6777751445770264,-32.621246337890625,0.037780359387397766,204,3.413865546218487e-07,-0.2555767595767975
204,204,-44.6549072265625,12.325066566467285,0.39,-40.814144134521484,-0.3235127329826355,0.25,0.8707658052444458,1625.491513341,0.699,-40.568275451660156,1.6188623905181885,1769715112.5286365,0.8707658052444458,-36.87800216674805,-0.31553515791893005,205,3.403361344537815e-07,-0.6390479207038879
205,205,-45.50004577636719,12.823155403137207,0.39,-41.51433563232422,-0.40833041071891785,0.5,0.6610546112060547,1633.162472166,0.6633,-44.05392837524414,2.117295980453491,1769715120.1946218,0.6610546112060547,-40.882694244384766,0.0695396140217781,206,3.392857142857143e-07,-0.33879080414772034
206,206,-52.18886947631836,12.994038581848145,0.39,-46.920265197753906,-0.574530839920044,0.75,0.6900529265403748,1640.758469863,0.6562,-46.66465377807617,1.7684502601623535,1769715127.7900648,0.6900529265403748,-42.34346008300781,0.014824926853179932,207,3.3823529411764707e-07,-0.5597058534622192
207,207,-54.22882843017578,12.520560264587402,0.39,-49.580528259277344,-0.5017210841178894,0.5,0.7555016875267029,1648.613206565,0.6616,-43.978912353515625,1.5442464351654053,1769715135.6797688,0.7555016875267029,-40.115928649902344,-0.11666959524154663,208,3.3718487394957984e-07,-0.618390679359436
208,208,-45.073909759521484,12.75601863861084,0.4,-41.17203140258789,-0.20168814063072205,0.5,0.7476159334182739,1656.443482606,0.6702,-38.134796142578125,1.1040079593658447,1769715143.4806018,0.7476159334182739,-34.92292785644531,-0.08907477557659149,209,3.361344537815126e-07,-0.29076293110847473
209,209,-56.4201545715332,13.513237953186035,0.4,-51.793296813964844,-0.4547780752182007,0.75,0.6193840503692627,1664.465467785,0.6525,-44.5733642578125,1.3799561262130737,1769715151.494743,0.6193840503692627,-41.24585723876953,0.1761682778596878,210,3.350840336134453e-07,-0.2786098122596741
210,210,-53.06413650512695,12.519490242004395,0.4,-48.298912048339844,-0.43349823355674744,1.0,0.6383219361305237,1672.201479586,0.6411,-41.51908874511719,2.030902862548828,1769715159.2314074,0.6383219361305237,-37.98382568359375,0.1159314215183258,211,3.3403361344537814e-07,-0.31756681203842163
